secretaria,sigla_uf,instituicao,descricao_empreendimento,municipio,valor_previsto
SETEC,PE,IF Sertão-PE,Construção Restaurante Estudantil Campus Salgueiro,Salgueiro,1700000.0
SETEC,PE,IF Sertão-PE,Equipamento e Mobiliário Restaurante Estudantil Campus Salgueiro,Salgueiro,550000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Abreu e Lima,Abreu e Lima,1700000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Afogados da Ingazeira,Afogados da Ingazeira,1700000.0
SETEC,PE,IFPE,Obra de Acessibilidade (Zona 2 e complemento da3) 2ª Etapa - Barreiros,Barreiros,1499800.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Caruaru,Caruaru,1700000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Garanhuns,Garanhuns,1700000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Ipojuca,Ipojuca,1700000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Jaboatão dos Guararapes,Jaboatão dos Guararapes,1700000.0
SETEC,PE,IFPE,Obra de Construção do Campus Olinda,Olinda,20246474.48
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Palmares,Palmares,1700000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Paulista,Paulista,1700000.0
SETEC,PE,IFPE,Construção Biblioteca Campus Pesqueira,Pesqueira,1500000.0
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Pesqueira,Pesqueira,1700000.0
SETEC,PE,IFPE,Labsolar 2023 - Aquisição de material permanente,Pesqueira,199825.9
SETEC,PE,IFPE,Aquisição de Equipamentos e Mobiliários para Diversos Campi,Recife,1600907.97
SETEC,PE,IFPE,Construção Restaurante Estudantil Campus Recife,Recife,1700000.0
SETEC,PE,IFPE,Construção Sede da Reitoria Reitoria do Instituto Federal de Pernambuco,Recife,10000000.0
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Campo Maior,Campo Maior,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Campo Maior,Campo Maior,1088619.01
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Cocal,Cocal,550000.0
SETEC,PI,IFPI,Reforma de acessibilidade do Campus Cocal,Cocal,284060.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Cocal,Cocal,1088619.01
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Corrente,Corrente,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Corrente,Corrente,1088619.01
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Oeiras,Oeiras,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Oeiras,Oeiras,1088619.01
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Paulistana,Paulistana,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Paulistana,Paulistana,1088619.01
SETEC,PI,IFPI,Adequação do Sistema de Combate a Incêndio e Pânico - Campus Pedro II,Pedro II,171800.0
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Pedro II,Pedro II,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Pedro II,Pedro II,1088619.01
SETEC,PI,IFPI,Construção Biblioteca Campus Avançado PIO IX,Pio IX,1500000.0
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Piripiri,Piripiri,550000.0
SETEC,PI,IFPI,Reforma de Acessibilidade do Campus Piripiri,Piripiri,154700.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Piripiri,Piripiri,1088619.01
SETEC,PI,IFPI,Adeq Sistema de Combate a Incêndio e Pânico - Campus São João do Piauí,São João do Piauí,194737.4
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus São João do Piauí,São João do Piauí,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus São João do Piauí,São João do Piauí,1088619.01
SETEC,PI,IFPI,"Aquisição de computadores, notebooks e monitores para atender o IFPI",Teresina,834943.0
SETEC,PI,IFPI,Aquisição de usinas fotovoltaicas,Teresina,1415400.0
SETEC,PI,IFPI,Construção Biblioteca Campus Teresina Zona Sul,Teresina,1500000.0
SETEC,PI,IFPI,Equipamentos para refeitórios recém construídos ou reformados,Teresina,555339.97
SETEC,PI,IFPI,Conclusão de bloco de salas de aula Campus Uruçuí,Uruçuí,1487334.79
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Uruçuí,Uruçuí,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Uruçuí,Uruçuí,1088619.01
SETEC,PI,IFPI,Equipamento e Mobiliário Restaurante Estudantil Campus Valença do Piauí,Valença do Piauí,550000.0
SETEC,PI,IFPI,Reforma e ampliação Restaurante Estudantil Campus Valença do Piauí,Valença do Piauí,1088619.01
SETEC,PR,IFPR,Bloco Administrativo (Etapa Final) - Campus Avançado Arapongas,Arapongas,1608168.79
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Assis Chateaubriand,Assis Chateaubriand,1700000.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Campo Largo,Campo Largo,1700000.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Capanema,Capanema,1700000.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Cascavel,Cascavel,1700000.0
SETEC,PR,IFPR,Equipamento e Mobiliário Restaurante Estudantil Campus Cascavel,Cascavel,550000.0
SETEC,PR,IFPR,Construção Bloco Didático - Campus Colombo (TED Complementar),Colombo,187661.57
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Colombo,Colombo,1700000.0
SETEC,PR,IFPR,Construção Sede do Campus Colombo,Colombo,10000000.0
SETEC,PR,IFPR,Equipamento e Mobiliário Restaurante Estudantil Campus Colombo,Colombo,550000.0
SETEC,PR,IFPR,Construção do Restaurante Estudantil Campus Coronel Vivida,Coronel Vivida,1700000.0
SETEC,PR,IFPR,Adequação de casa para atender SIASS (Subsistema Integrado de Atenção à Saúde do Servidor),Curitiba,95992.41
SETEC,PR,IFPR,Aquisição de usinas fotovoltaicas,Curitiba,1789800.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Foz do Iguaçu,Foz do Iguaçu,1700000.0
SETEC,PR,IFPR,Equipamento e Mobiliário Restaurante Estudantil Campus Irati,Irati,550000.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Ivaiporã,Ivaiporã,1700000.0
SETEC,PR,IFPR,Equipamento e Mobiliário Restaurante Estudantil Campus Ivaiporã ,Ivaiporã,550000.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Jacarezinho,Jacarezinho,1700000.0
SETEC,PR,IFPR,Aquisição de equipamentos,Londrina,499539.28
SETEC,PR,IFPR,Construção de Bloco de Laboratórios de Agronomia - Campus Palmas,Palmas,696123.62
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Pinhais,Pinhais,1700000.0
SETEC,PR,IFPR,Equipamento e Mobiliário Restaurante Estudantil Campus Pinhais ,Pinhais,550000.0
SETEC,PR,IFPR,Passarelas Cobertas - Campus Pinhais,Pinhais,498433.59
SETEC,PR,IFPR,Bloco Didático (Etapa Final) - Campus Pitanga,Pitanga,1525175.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus Pitanga,Pitanga,1700000.0
SETEC,PR,IFPR,Construção Restaurante Estudantil Campus União da Vitória,União da Vitória,1700000.0
SETEC,RJ,CEFET-RJ,Construção Restaurante Estudantil Uned Angra dos Reis,Angra dos Reis,1700000.0
SETEC,RJ,CEFET-RJ,Construção Restaurante Estudantil Uned Itaguaí,Itaguaí,1700000.0
SETEC,RJ,CEFET-RJ,Reforma e ampliação Restaurante Estudantil Uned Nova Friburgo,Nova Friburgo,1500000.0
SETEC,RJ,CEFET-RJ,Aquisição de usinas fotovoltaicas,Rio de Janeiro,2061000.0
SETEC,RJ,CEFET-RJ,Construção Restaurante Estudantil Uned Maria da Graça,Rio de Janeiro,1700000.0
SETEC,RJ,CEFET-RJ,Fornecimento STIC (hardware e software) de rede LAN Diversas Unidades,Rio de Janeiro,4755683.16
SETEC,RJ,CEFET-RJ,Construção Restaurante Estudantil Uned Valença,Valença,1700000.0
SETEC,RJ,CPII,Construção da rampa de acesso ao pavimento superior - acessibilidade do Campus Niterói,Niterói,455755.02
SETEC,RJ,CPII,Aquisição de Equipamentos e Mobiliários - Coleta 2023,Rio de Janeiro,965942.4
SETEC,RJ,CPII,Implantação de Espaço Recreativo no Campus Realengo I - ID 56550,Rio de Janeiro,222880.88
SETEC,RJ,CPII,Obra de Acessibilidade,Rio de Janeiro,406469.05
SETEC,RJ,CPII,Obra de Acessibilidade do Campus Engenho Novo (ID nº 53911),Rio de Janeiro,174741.31
SETEC,RJ,CPII,Obra de Adequação de Acessibilidade,Rio de Janeiro,92302.0
SETEC,RJ,CPII,Obra do Bloco C - Campus Realengo II,Rio de Janeiro,874990.0
SETEC,RJ,CPII,Reforma do Telhado do Campus Realengo II,Rio de Janeiro,134450.0
SETEC,RJ,CPII,Reforma e ampliação Adequação e reforma do Telhado  Campus Centro,Rio de Janeiro,10000000.0
SETEC,RJ,CPII,Reforma e ampliação Restaurante Estudantil Campus Centro,Rio de Janeiro,86106.72
SETEC,RJ,CPII,Reforma e ampliação Restaurante Estudantil Campus Humaitá II,Rio de Janeiro,792520.39
SETEC,RJ,CPII,Reforma e ampliação Restaurante Estudantil Complexo Realengo,Rio de Janeiro,211938.53
SETEC,RJ,CPII,Reforma e ampliação Restaurante Estudantil Complexo São Cristóvão,Rio de Janeiro,226597.33
SETEC,RJ,CPII,Retomada de Obra do CREIR - ID 56549,Rio de Janeiro,444888.88
SETEC,RJ,IFF,Construção do Restaurante Estudantil no Campus Bom Jesus do Itabapoana,Bom Jesus do Itabapoana,407277.25
SETEC,RJ,IFF,Construção da Casa da Ciência - Sal da Ciência no Campus Cabo Frio,Cabo Frio,4993706.96
SETEC,RJ,IFF,Construção Restaurante Estudantil Campus Cambuci,Cambuci,1700000.0
SETEC,RJ,IFF,Aquisição de Equipamentos - Coleta 2023,Campos dos Goytacazes,1120791.0
SETEC,RJ,IFF,Construção de guaritas e urbanização.,Campos dos Goytacazes,1867163.52
SETEC,RJ,IFF,Construção Restaurante Estudantil Campus Itaboraí,Itaboraí,1700000.0
SETEC,RJ,IFF,Construção Restaurante Estudantil Campus Santo Antônio de Pádua,Santo Antônio de Pádua,1700000.0
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Arraial do Cabo,Arraial do Cabo,1700000.0
SETEC,RJ,IFRJ,Construção Sede do  Campus Belford Roxo,Belford Roxo,15532101.19
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Duque de Caxias,Duque de Caxias,1700000.0
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Engenheiro Paulo de Frontin,Engenheiro Paulo de Frontin,1700000.0
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Nilópolis,Nilópolis,1700000.0
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Paracambi,Paracambi,1700000.0
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Pinheiral,Pinheiral,1700000.0
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Resende,Resende,1700000.0
SETEC,RJ,IFRJ,Aquisição de mobiliários para a Reitoria,Rio de Janeiro,999518.71
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Realengo,Rio de Janeiro,1700000.0
SETEC,RJ,IFRJ,Construção Biblioteca Campus São Gonçalo,São Gonçalo,1500000.0
SETEC,RJ,IFRJ,Construção Sede do Campus São Gonçalo,São Gonçalo,15532101.19
SETEC,RJ,IFRJ,Construção Restaurante Estudantil Campus Volta Redonda,Volta Redonda,1700000.0
SETEC,RN,IFRN,Perfuração e instalação de poço com bomba submersa - Campus Apodi,Apodi,369018.04
SETEC,RN,IFRN,Construção Restaurante Estudantil Campus Avançado Jucurutu,Jucurutu,1000000.0
SETEC,RN,IFRN,Obra de reforço estrutural do muro do Campus IFRN/Mossoró.,Mossoró,296362.72
SETEC,RN,IFRN,Recuperação da Cobertura - Campus Mossoró,Mossoró,213000.0
SETEC,RN,IFRN,Aquisição de equipamentos de TI e para Laboratórios - Diversas Unidade,Natal,2608158.81
SETEC,RN,IFRN,Construção Biblioteca Campus Natal - Cidade Alta,Natal,1000000.0
SETEC,RN,IFRN,Construção Restaurante Estudantil Campus Natal Central,Natal,1000000.0
SETEC,RN,IFRN,Construção Restaurante Estudantil Campus Natal Cidade Alta,Natal,1000000.0
SETEC,RN,IFRN,Obra de Revestimento da fachada - Campus Avançado Natal Zona Leste,Natal,236794.36
SETEC,RN,IFRN,Reforma de Acessibilidade e Parque Esportivo - Campus Natal Zona Norte,Natal,431351.21
SETEC,RN,IFRN,Ampliação Restaurante Estudantil Campus Parnamirim,Parnamirim,1006200.0
SETEC,RN,IFRN,Ampliação Restaurante Estudantil Campus Parnamirim Fase II,Parnamirim,
SETEC,RN,IFRN,Construção bloco Núcleo do Alto Oeste Potiguar Campus Pau dos Ferros,Pau dos Ferros,556632.3
SETEC,RN,IFRN,Ampliação do sistema de geração fotovoltaica do campus SPP do IFRN,São Paulo do Potengi,3384428.72
SETEC,RO,IFRO,Construção de Bloco Pedagógico com 12 Salas de Aula - Campus Cacoal,Cacoal,2642489.81
SETEC,RO,IFRO,Construção Biblioteca Campus Colorado do Oeste,Colorado do Oeste,1500000.0
SETEC,RO,IFRO,Construção de Clínica Medicina Veterinária - Campus Colorado do Oeste,Colorado do Oeste,1100000.0
SETEC,RO,IFRO,Construção Restaurante Estudantil Campus Guajará-Mirim,Guajará-Mirim,1700000.0
SETEC,RO,IFRO,Construção Biblioteca Campus Jaru,Jaru,1500000.0
SETEC,RO,IFRO,Construção Restaurante Estudantil Campus Jaru,Jaru,1700000.0
SETEC,RO,IFRO,Construção do Bloco Administrativo do campus Ji-Paraná,Ji-Paraná,1850000.0
SETEC,RO,IFRO,Aquisição de equipamentos diversos,Porto Velho,603406.94
SETEC,RO,IFRO,Construção Sede da Reitoria Reitoria do Instituto Federal de Rondônia,Porto Velho,10000000.0
SETEC,RO,IFRO,Construção Restaurante Estudantil Campus Avançado São Miguel do Guaporé,São Miguel do Guaporé,1700000.0
SETEC,RO,IFRO,Construção do Bloco Adm/Pedagógico e Urbanização São Miguel do Guaporé,São Miguel do Guaporé,1710837.3
SETEC,RO,IFRO,Construção Biblioteca Campus Vilhena,Vilhena,1500000.0
SETEC,RR,IFRR,Construção de 2 (dois) Laboratórios Didáticos no Campus Amajari.,Amajari,318198.0
SETEC,RR,IFRR,Aquisição de aparelhos de refrigeração para atender a Reitoria e o CAB,Boa Vista,300490.0
SETEC,RR,IFRR,Aquisição de usinas fotovoltaicas.,Boa Vista,4032000.0
SETEC,RR,IFRR,Construção Biblioteca Campus Boa Vista Zona Oeste,Boa Vista,1500000.0
SETEC,RR,IFRR,Construção Restaurante Estudantil Campus Boa Vista,Boa Vista,1700000.0
SETEC,RR,IFRR,Construção Sede da Reitoria do Instituto Federal de Roraima,Boa Vista,10000000.0
SETEC,RR,IFRR,Construção Biblioteca Campus Avançado Bonfim,Bonfim,1500000.0
SETEC,RR,IFRR,Construção Restaurante Estudantil Campus Avançado Bonfim,Bonfim,1700000.0
SETEC,RS,IFFarroupilha,Construção Restaurante Estudantil Frederico Westphalen,Frederico Westphalen,1700000.0
SETEC,RS,IFFarroupilha,Equipamento e Mobiliário Restaurante Estudantil Campus Frederico Westphalen,Frederico Westphalen,550000.0
SETEC,RS,IFFarroupilha,Obra do Bloco Acadêmico Campus Frederico Westphalen,Frederico Westphalen,750340.04
SETEC,RS,IFFarroupilha,Construção Biblioteca Campus Jaguari,Jaguari,1500000.0
SETEC,RS,IFFarroupilha,Construção Restaurante Estudantil Campus Jaguari,Jaguari,1700000.0
SETEC,RS,IFFarroupilha,Equipamento e Mobiliário Restaurante Estudantil Campus Jaguari,Jaguari,550000.0
SETEC,RS,IFFarroupilha,Obra do PPCI do Campus Jaguari,Jaguari,432712.46
SETEC,RS,IFFarroupilha,Instalações de PPCI Campus Júlio de Castilhos - Termo Aditivo,Júlio de Castilhos,195721.77
SETEC,RS,IFFarroupilha,Construção Biblioteca Campus Panambi,Panambi,1500000.0
SETEC,RS,IFFarroupilha,Aquisição de Equipamentos e Mobiliários,Santa Maria,2697078.02
SETEC,RS,IFFarroupilha,Construção Sede da Reitoria Reitoria,Santa Maria,10000000.0
SETEC,RS,IFFarroupilha,Manutenção Predial e equipamentos - Campus Santa Rosa,Santa Rosa,105512.59
SETEC,RS,IFFarroupilha,Terminal de ônibus,Santo Augusto,450000.0
SETEC,RS,IFFarroupilha,Centro de Convivência - Lancheria- Refeitório Campus Santo Ângelo,Santo Ângelo,1845013.99
SETEC,RS,IFFarroupilha,Construção Biblioteca Campus Santo Ângelo,Santo Ângelo,1500000.0
SETEC,RS,IFFarroupilha,Construção Restaurante Estudantil São Vicente do Sul,São Vicente do Sul,1700000.0
SETEC,RS,IFFarroupilha,Equipamento e Mobiliário Restaurante Estudantil Campus São Vicente do Sul,São Vicente do Sul,550000.0
SETEC,RS,IFFarroupilha,Construção Biblioteca Campus Avançado Uruguaiana,Uruguaiana,1500000.0
SETEC,RS,IFFarroupilha,Construção Restaurante Estudantil Campus Avançado Uruguaiana,Uruguaiana,1700000.0
SETEC,RS,IFFarroupilha,Equipamento e Mobiliário Restaurante Estudantil Campus Uruguaiana,Uruguaiana,550000.0
SETEC,RS,IFRS,Construção Biblioteca Campus Alvorada,Alvorada,1500000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Alvorada,Alvorada,1700000.0
SETEC,RS,IFRS,Aquisição de usinas fotovoltaicas,Bento Gonçalves,1628382.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Avançado Canoas,Canoas,1700000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Caxias do Sul,Caxias do Sul,1700000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Erechim,Erechim,1700000.0
SETEC,RS,IFRS,Bloco 6,Farroupilha,1020210.22
SETEC,RS,IFRS,Construção Biblioteca Campus Feliz,Feliz,1500000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Feliz,Feliz,1700000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Ibirubá,Ibirubá,1000000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Osório,Osório,1700000.0
SETEC,RS,IFRS,Construção do Bloco Acadêmico - Campus Osório - ID SIMEC 5575,Osório,1125167.7
SETEC,RS,IFRS,Pintura das edificações do Campus Osório - ID SIMEC 55783,Osório,532754.33
SETEC,RS,IFRS,Construção Biblioteca Campus Porto Alegre Restinga,Porto Alegre,1500000.0
SETEC,RS,IFRS,Execução de escadas metálicas de emergência Campus POA - ID 55214,Porto Alegre,706800.29
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Rio Grande,Rio Grande,1700000.0
SETEC,RS,IFRS,Obra de PPCI - Campus Rio Grande ID SIMEC 56305,Rio Grande,717642.04
SETEC,RS,IFRS,Obra de Reforma da Subestação - Campus Rio Grande ID Simec: 55784,Rio Grande,183864.29
SETEC,RS,IFRS,Construção Biblioteca Campus Rolante,Rolante,1500000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Rolante,Rolante,1700000.0
SETEC,RS,IFRS,Construção do Bloco Acadêmico - Campus Rolante ID SIMEC 55777,Rolante,1215863.09
SETEC,RS,IFRS,Moradia Estudantil do Campus Sertão - IFRS,Sertão,448823.31
SETEC,RS,IFRS,"Conserto emergencial telhado, Bl laboratório e sala de aula C. Vacaria",Vacaria,300000.0
SETEC,RS,IFRS,Construção Biblioteca Campus Vacaria,Vacaria,1500000.0
SETEC,RS,IFRS,Construção Restaurante Estudantil Campus Vacaria,Vacaria,1700000.0
SETEC,RS,IFRS,Construção Sede do Campus Viamão,Viamão,15532101.19
SETEC,RS,IFSul,Construção Restaurante Estudantil Campus Bagé,Bagé,1700000.0
SETEC,RS,IFSul,Sala de aula modular Campus Bagé,Bagé,615000.0
SETEC,RS,IFSul,Construção Restaurante Estudantil Campus Camaquã,Camaquã,1500000.0
SETEC,RS,IFSul,Construção Restaurante Estudantil Campus Gravataí,Gravataí,1700000.0
SETEC,RS,IFSul,Construção Restaurante Estudantil Campus Lajeado,Lajeado,1700000.0
SETEC,RS,IFSul,Aquisição de Equipamentos - Coleta 2023,Pelotas,2804879.0
SETEC,RS,IFSul,Construção Biblioteca Campus Pelotas - Visconde da Graça,Pelotas,1500000.0
SETEC,RS,IFSul,Equipamentos didáticos para Laboratórios do IFSUL,Pelotas,489987.18
SETEC,RS,IFSul,Obra do sistema SPDA do Campus Pelotas - PPCI Etapa 4 (ID 54721),Pelotas,1157881.0
SETEC,RS,IFSul,Construção Restaurante Estudantil Campus Sapiranga,Sapiranga,1500000.0
SETEC,RS,IFSul,Adequação Instalações Hidráulicas de PPCI do Campus Sapucaia do Sul,Sapucaia do Sul,238173.78
SETEC,RS,IFSul,Construção Restaurante Estudantil Campus Venâncio Aires,Venâncio Aires,1700000.0
SETEC,SC,IFC,Obra de estruturação do Campus Avançado Abelardo Luz,Abelardo Luz,3880151.94
SETEC,SC,IFC,Construção Biblioteca Campus Araquari,Araquari,1500000.0
SETEC,SC,IFC,Aquisição de Equipamentos e Mobiliários,Blumenau,799687.39
SETEC,SC,IFC,Aquisição de equipamentos e acervo bibliográfico,Blumenau,261939.48
SETEC,SC,IFC,Coberturas metálicas para o refeitório e passarelas- Campus Fraiburgo,Fraiburgo,322600.0
SETEC,SC,IFC,Reparação de infraestrutura - Incidentes Climáticos,Fraiburgo,309510.11
SETEC,SC,IFC,Construção Restaurante Estudantil Campus Ibirama,Ibirama,1700000.0
SETEC,SC,IFC,Equipamento e Mobiliário Restaurante Estudantil Campus Ibirama,Ibirama,550000.0
SETEC,SC,IFC,Construção Restaurante Estudantil Campus Luzerna,Luzerna,1700000.0
SETEC,SC,IFC,Construção do ginásio de esportes Campus Luzerna,Luzerna,2010796.96
SETEC,SC,IFC,Equipamento e Mobiliário Restaurante Estudantil Campus Luzerna,Luzerna,550000.0
SETEC,SC,IFC,Construção Restaurante Estudantil Campus Rio do Sul,Rio do Sul,1700000.0
SETEC,SC,IFC,Equipamento e Mobiliário Restaurante Estudantil Campus Rio do Sul,Rio do Sul,550000.0
SETEC,SC,IFC,Construção Restaurante Estudantil Campus Avançado Sombrio,Sombrio,1700000.0
SETEC,SC,IFC,Equipamento e Mobiliário Restaurante Estudantil Campus Sombrio,Sombrio,550000.0
SETEC,SC,IFSC,Obra de contenção do talude - Campus Chapecó,Chapecó,851891.48
SETEC,SC,IFSC,Construção do Restaurante Estudantil Campus Criciúma,Criciúma,1700000.0
SETEC,SC,IFSC,Aquisição de Equipamentos e Softwares p/ Implantação da Rede de Dados,Florianópolis,1851780.51
SETEC,SC,IFSC,Construção Restaurante Estudantil Campus Florianópolis,Florianópolis,1700000.0
SETEC,SC,IFSC,Equipamento e Mobiliário Restaurante Estudantil Campus Florianópolis,Florianópolis,550000.0
SETEC,SC,IFSC,Projeto Armazenamento de Dados Acadêmicos (Aquisição de Storages),Florianópolis,793839.7
SETEC,SC,IFSC,Construção do Restaurante Estudantil Campus Garopaba,Garopaba,1700000.0
SETEC,SC,IFSC,Obra de substituição do telhado - Campus Garopaba,Garopaba,726277.15
SETEC,SC,IFSC,Construção Restaurante Estudantil Campus Jaraguá do Sul Rau,Jaraguá do Sul,1700000.0
SETEC,SC,IFSC,Construção Restaurante Estudantil Campus Joinville,Joinville,1700000.0
SETEC,SC,IFSC,Construção do Restaurante Estudantil Campus Lages,Lages,1700000.0
SETEC,SC,IFSC,Construção Restaurante Estudantil Campus São Carlos,São Carlos,1700000.0
SETEC,SC,IFSC,Reforma para Regularização dos Sistemas Preventivos - Campus São José,São José,567007.76
SETEC,SC,IFSC,Construção Sede do Campus Avançado São Lourenço do Oeste,São Lourenço do Oeste,15532101.19
SETEC,SC,IFSC,Adequação do Sistema de Alarmes de Prevenção - São Miguel do Oeste,São Miguel do Oeste,198411.45
SETEC,SC,IFSC,Construção Restaurante Estudantil Campus Tubarão,Tubarão,1700000.0
SETEC,SC,IFSC,Construção Restaurante Estudantil Campus Xanxerê,Xanxerê,1700000.0
SETEC,SE,IFS,Aquisição de Ar-Condicionado,Aracaju,256620.0
SETEC,SE,IFS,Aquisição de Equipamentos de TI - Coleta 2023,Aracaju,2173940.0
SETEC,SE,IFS,Aquisição de equipamentos para monitoramento e segurança da informação,Aracaju,770680.67
SETEC,SE,IFS,Construção Ampliação do Campus Aracaju,Aracaju,9000000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Aracaju,Aracaju,1700000.0
SETEC,SE,IFS,Recuperação estrutural em ambientes do Campus Aracaju,Aracaju,296825.69
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Estância,Estância,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Itabaiana,Itabaiana,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Lagarto,Lagarto,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Nossa Senhora da Glória,Nossa Senhora da Glória,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Nossa Senhora do Socorro,Nossa Senhora do Socorro,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Poço Redondo,Poço Redondo,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Propriá,Propriá,1700000.0
SETEC,SE,IFS,Construção Restaurante Estudantil Campus Tobias Barreto,Tobias Barreto,1700000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Araraquara,Araraquara,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Araraquara,Araraquara,550000.0
SETEC,SP,IFSP,Construção Biblioteca Campus Barretos,Barretos,1500000.0
SETEC,SP,IFSP,Construção Sede do Campus Bauru,Bauru,4712793.74
SETEC,SP,IFSP,Campus Birigui - Obra de Recuperação de Fundações e Superestrutura.,Birigui,1413636.75
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Boituva,Boituva,1700000.0
SETEC,SP,IFSP,Labsolar 2023 - Aquisição de material permanente,Boituva,199489.5
SETEC,SP,IFSP,Construção de refeitório estudantil Campus Bragança Paulista,Bragança Paulista,1528502.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Bragança Paulista,Bragança Paulista,550000.0
SETEC,SP,IFSP,Construção Biblioteca Campus Campinas,Campinas,1500000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Campinas,Campinas,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Campinas,Campinas,550000.0
SETEC,SP,IFSP,Campus Capivari Obra de Implantação - Fase I Bloco de salas de aula.,Capivari,1982415.91
SETEC,SP,IFSP,Construção Sede do Campus Capivari,Capivari,6148054.4
SETEC,SP,IFSP,Labsolar 2023 - Aquisição de material permanente,Guarulhos,200000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Ilha Solteira,Ilha Solteira,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Ilha Solteira,Ilha Solteira,550000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Itapetininga,Itapetininga,1700000.0
